rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
15912,162,"blättern","","","blättere","blätterst","blättert","blätterte","geblättert","blätterte","blättere","blättert",haben
15917,162,feststecken,"","","stecke fest","steckst fest","steckt fest","steckte fest",festgesteckt,"steckte fest","steck fest","steckt fest",haben
15923,161,nachhelfen,"","","helfe nach","hilfst nach","hilft nach","half nach",nachgeholfen,"hülfe nach","hilf nach","helft nach",haben
15934,161,"überlaufen","","","laufe über","läufst über","läuft über","lief über","übergelaufen","liefe über","lauf über","lauft über",sein
15934,161,"überlaufen","","","überlaufe","überläufst","überläuft","überlief","überlaufen","überliefe","überlaufe","überlauft",haben
15944,161,"verkrüppeln","","","verkrüppele","verkrüppelst","verkrüppelt","verkrüppelte","verkrüppelt","verkrüppelte","verkrüppel","verkrüppelt",haben
15946,161,desinfizieren,"","",desinfiziere,desinfizierst,desinfiziert,desinfizierte,desinfiziert,desinfizierte,desinfizier,desinfiziert,haben
15954,161,rehabilitieren,"","",rehabilitiere,rehabilitierst,rehabilitiert,rehabilitierte,rehabilitiert,rehabilitierte,rehabilitiere,rehabilitiert,haben
15957,161,aufzwingen,"","","zwinge auf","zwingst auf","zwingt auf","zwang auf",aufgezwungen,"zwänge auf","zwinge auf","zwingt auf",haben
15964,161,konkurrieren,"","",konkurriere,konkurrierst,konkurriert,konkurrierte,konkurriert,konkurrierte,konkurriere,konkurriert,haben
15974,161,zerkratzen,"","",zerkratze,zerkratzt,zerkratzt,zerkratzte,zerkratzt,zerkratzte,zerkratz,zerkratzt,haben
15996,160,verwahren,"","",verwahre,verwahrst,verwahrt,verwahrte,verwahrt,verwahrte,verwahr,verwahrt,haben
16006,160,schnattern,"","",schnattere,schnatterst,schnattert,schnatterte,geschnattert,schnatterte,schnatter,schnattert,haben
16017,160,poppen,"","",poppe,poppst,poppt,poppte,gepoppt,poppte,poppe,poppt,haben
16036,160,"verknüpfen","","","verknüpfe","verknüpfst","verknüpft","verknüpfte","verknüpft","verknüpfte","verknüpfe","verknüpft",haben
16065,159,unterstreichen,"","",unterstreiche,unterstreichst,unterstreicht,unterstrich,unterstrichen,unterstriche,unterstreich,unterstreicht,haben
16068,159,vergelten,"","",vergelte,vergiltst,vergilt,vergalt,vergolten,"vergälte",vergilt,vergeltet,haben
16069,159,rinnen,"","",rinne,rinnst,rinnt,rann,geronnen,"ränne",rinn,rinnt,sein
16079,159,wegmachen,"","","mache weg","machst weg","macht weg","machte weg",weggemacht,"machte weg","mach weg","macht weg",haben
16082,159,ausstrecken,"","","strecke aus","streckst aus","streckt aus","streckte aus",ausgestreckt,"streckte aus","streck aus","streckt aus",haben
16107,159,"ergründen","","","ergründe","ergründest","ergründet","ergründete","ergründet","ergründete","ergründe","ergründet",haben
16152,158,erbringen,"","",erbringe,erbringst,erbringt,erbrachte,erbracht,"erbrächte",erbring,erbringt,haben
16156,158,reinschauen,"","","schaue rein","schaust rein","schaut rein","schaute rein",reingeschaut,"schaute rein","schau rein","schaut rein",haben
16161,158,durchlesen,"","","lese durch","liest durch","liest durch","las durch",durchgelesen,"läse durch","lies durch","lest durch",haben
16162,158,tuten,"","",tute,tutest,tutet,tutete,getutet,tutete,tut,tutet,haben
16168,158,verfrachten,"","",verfrachte,verfrachtest,verfrachtet,verfrachtete,verfrachtet,verfrachtete,verfracht,verfrachtet,haben
16173,158,verspannen,"","",verspanne,verspannst,verspannt,verspannte,verspannt,verspannte,verspann,verspannt,haben
16178,158,schrammen,"","",schramme,schrammst,schrammt,schrammte,geschrammt,schrammte,schramm,schrammt,haben
16182,158,"erwärmen","","","erwärme","erwärmst","erwärmt","erwärmte","erwärmt","erwärmte","erwärm","erwärmt",haben
16184,158,verblassen,"","",verblasse,verblasst,verblasst,verblasste,verblasst,verblasste,verblass,verblasst,sein
16185,158,abwickeln,"","","wickele ab","wickelst ab","wickelt ab","wickelte ab",abgewickelt,"wickelte ab","wickle ab","wickelt ab",haben
16193,158,mogeln,"","",mogle,mogelst,mogelt,mogelte,gemogelt,mogelte,mogle,mogelt,haben
16194,158,ausladen,"","","lade aus","lädst aus","lädt aus","lud aus",ausgeladen,"lüde aus","lad aus","ladet aus",haben
16196,158,flaggen,"","",flagge,flaggst,flaggt,flaggte,geflaggt,flaggte,flagg,flaggt,haben
16199,158,"erörtern","","","erörtere","erörterst","erörtert","erörterte","erörtert","erörterte","erörtere","erörtert",haben
16206,158,verdursten,"","",verdurste,verdurstest,verdurstet,verdurstete,verdurstet,verdurstete,verdurst,verdurstet,sein
16239,157,spotten,"","",spotte,spottest,spottet,spottete,gespottet,spottete,spotte,spottet,haben
16243,157,"überrollen","","","überrolle","überrollst","überrollt","überrollte","überrollt","überrollte","überroll","überrollt",haben
16245,157,kontakten,"","",kontakte,kontaktest,kontaktet,kontaktete,kontaktet,kontaktete,kontakte,kontaktet,haben
16274,157,verschmutzen,"","",verschmutze,verschmutzt,verschmutzt,verschmutzte,verschmutzt,verschmutzte,verschmutze,verschmutzt,haben
16277,157,bereisen,"","",bereise,bereist,bereist,bereiste,bereist,bereiste,bereis,bereist,haben
16284,156,"überwiegen","","","überwiege","überwiegst","überwiegt","überwog","überwogen","überwöge","überwieg","überwiegt",haben
16284,156,"überwiegen","","","wiege über","wiegst über","wiegt über","wog über","übergewogen","wöge über","wieg über","wiegt über",haben
16297,156,durchlassen,"","","lasse durch","lässt durch","lässt durch","ließ durch",durchgelassen,"ließe durch","lasse durch","lasst durch",haben
16302,156,hintreten,"","","trete hin","trittst hin","tritt hin","trat hin",hingetreten,"träte hin","tritt hin","tretet hin",haben
16306,156,projizieren,"","",projiziere,projizierst,projiziert,projizierte,projiziert,projizierte,projiziere,projiziert,haben
16308,156,seilen,"","",seile,seilst,seilt,seilte,geseilt,seilte,seil,seilt,haben
16311,156,hochfahren,"","","fahre hoch","fährst hoch","fährt hoch","fuhr hoch",hochgefahren,"führe hoch","fahr hoch","fahrt hoch",haben
16322,156,"spaßen","","","spaße","spaßt","spaßt","spaßte","gespaßt","spaßte","spaße","spaßet",haben
16331,156,zusetzen,"","","setze zu","setzt zu","setzt zu","setzte zu",zugesetzt,"setzte zu","setz zu","setzt zu",haben
16351,155,korken,"","",korke,korkst,korkt,korkte,gekorkt,korkte,kork,korkt,haben
16373,155,kompensieren,"","",kompensiere,kompensierst,kompensiert,kompensierte,kompensiert,kompensierte,kompensiere,kompensiert,haben
16400,155,beliefern,"","",beliefere,belieferst,beliefert,belieferte,beliefert,belieferte,beliefere,beliefert,haben
16402,155,ragen,"","",rage,ragst,ragt,ragte,geragt,ragte,rag,ragt,haben
16407,155,herankommen,"","","komme heran","kommst heran","kommt heran","kam heran",herangekommen,"käme heran","komm heran","kommt heran",sein
16413,155,"anbrüllen","","","brülle an","brüllst an","brüllt an","brüllte an","angebrüllt","brüllte an","brüll an","brüllt an",haben
16419,154,beurlauben,"","",beurlaube,beurlaubst,beurlaubt,beurlaubte,beurlaubt,beurlaubte,beurlaub,beurlaubt,haben
16436,154,sohlen,"","",sohle,sohlst,sohlt,sohlte,gesohlt,sohlte,sohl,sohlt,haben
16451,154,"zusammenfügen","","","füge zusammen","fügst zusammen","fügt zusammen","fügte zusammen","zusammengefügt","fügte zusammen","füg zusammen","fügt zusammen",haben
16459,154,"zurückführen","","","führe zurück","führst zurück","führt zurück","führte zurück","zurückgeführt","führte zurück","führ zurück","führt zurück",haben
16468,154,perfektionieren,"","",perfektioniere,perfektionierst,perfektioniert,perfektionierte,perfektioniert,perfektionierte,perfektioniere,perfektioniert,haben
16470,154,anmalen,"","","male an","malst an","malt an","malte an",angemalt,"malte an","mal an","malt an",haben
16472,154,fotzen,"","",fotze,fotzt,fotzt,fotzte,gefotzt,fotzte,fotz,fotzt,haben
16477,154,ausstechen,"","","steche aus","stichst aus","sticht aus","stach aus",ausgestochen,"stäche aus","stich aus","stecht aus",haben
16488,154,erwirken,"","",erwirke,erwirkst,erwirkt,erwirkte,erwirkt,erwirkte,erwirk,erwirkt,haben
16501,154,entheben,"","",enthebe,enthebst,enthebt,enthob,enthoben,"enthöbe",entheb,enthebt,haben
16507,153,auseinandernehmen,"","","nehme auseinander","nimmst auseinander","nimmt auseinander","nahm auseinander",auseinandergenommen,"nähme auseinander","nimm auseinander","nehmt auseinander",haben
16509,153,vergeigen,"","",vergeige,vergeigst,vergeigt,vergeigte,vergeigt,vergeigte,vergeig,vergeigt,haben
16537,153,auftauen,"","","taue auf","taust auf","taut auf","taute auf",aufgetaut,"taute auf","tau auf","taut auf",haben
16538,153,aufbleiben,"","","bleibe auf","bleibst auf","bleibt auf","blieb auf",aufgeblieben,"bliebe auf","bleibe auf","bleibt auf",sein
16549,153,"mitreißen","","","reiße mit","reißt mit","reißt mit","riss mit",mitgerissen,"risse mit","reiß mit","reißt mit",haben
16553,153,vernarren,"","",vernarre,vernarrst,vernarrt,vernarrte,vernarrt,vernarrte,vernarr,vernarrt,haben
16567,153,"bewähren","","","bewähre","bewährst","bewährt","bewährte","bewährt","bewährte","bewähr","bewährt",haben
16569,152,verleumden,"","",verleumde,verleumdest,verleumdet,verleumdete,verleumdet,verleumdete,verleumde,verleumdet,haben
16572,152,zirpen,"","",zirpe,zirpst,zirpt,zirpte,gezirpt,zirpte,zirp,zirpt,haben
16582,152,"anmaßen","","","maße an","maßt an","maßt an","maßte an","angemaßt","maßte an","maß an","maßt an",haben
16594,152,zieren,"","",ziere,zierst,ziert,zierte,geziert,zierte,zier,ziert,haben
16664,151,"wälzen","","","wälze","wälzt","wälzt","wälzte","gewälzt","wälzte","wälze","wälzt",haben
16682,151,dominieren,"","",dominiere,dominierst,dominiert,dominierte,dominiert,dominierte,dominier,dominiert,haben
16692,151,abraten,"","","rate ab","rätst ab","rät ab","riet ab",abgeraten,"riete ab","rat ab","ratet ab",haben
16702,151,verstreichen,"",X,verstreiche,verstreichst,verstreicht,verstrich,verstrichen,verstriche,verstreiche,verstreicht,haben
16702,151,verstreichen,"",X,verstreiche,verstreichst,verstreicht,verstrich,verstrichen,verstriche,verstreiche,verstreicht,sein
16720,150,zerhacken,"","",zerhacke,zerhackst,zerhackt,zerhackte,zerhackt,zerhackte,zerhack,zerhackt,haben
16725,150,"beglückwünschen","","","beglückwünsche","beglückwünschst","beglückwünscht","beglückwünschte","beglückwünscht","beglückwünschte","beglückwünsche","beglückwünscht",haben
16731,150,schinden,"","",schinde,schindest,schindet,schindete,geschunden,schindete,schinde,schindet,haben
16745,150,entledigen,"","",entledige,entledigst,entledigt,entledigte,entledigt,entledigte,entledig,entledigt,haben
16750,150,texten,"","",texte,textest,textet,textete,getextet,textete,text,textet,haben
16757,150,stricken,"","",stricke,strickst,strickt,strickte,gestrickt,strickte,stricke,strickt,haben
16768,150,abfackeln,"","","fackele ab","fackelst ab","fackelt ab","fackelte ab",abgefackelt,"fackelte ab","fackele ab","fackelt ab",haben
16786,149,ausleben,"","","lebe aus","lebst aus","lebt aus","lebte aus",ausgelebt,"lebte aus","leb aus","lebt aus",haben
16804,149,verwesen,"","",verwese,verwest,verwest,verweste,verwest,verweste,verwes,verwest,sein
16807,149,zufriedenstellen,"",X,"stelle zufrieden","stellst zufrieden","stellt zufrieden","stellte zufrieden",zufriedengestellt,"stellte zufrieden","stelle zufrieden","stellt zufrieden",haben
16815,149,durchsickern,"","","sickere durch","sickerst durch","sickert durch","sickerte durch",durchgesickert,"sickerte durch","sickere durch","sickert durch",sein
16828,149,zutun,"","","tue zu","tust zu","tut zu","tat zu",zugetan,"täte zu","tu zu","tut zu",haben
16835,149,hinausgehen,"","","gehe hinaus","gehst hinaus","geht hinaus","ging hinaus",hinausgegangen,"ginge hinaus","geh hinaus","geht hinaus",sein
16859,148,verdreifachen,"","",verdreifache,verdreifachst,verdreifacht,verdreifachte,verdreifacht,verdreifachte,verdreifach,verdreifacht,haben
16862,148,reproduzieren,"","",reproduziere,reproduzierst,reproduziert,reproduzierte,reproduziert,reproduzierte,reproduzier,reproduziert,haben
16868,148,verfangen,"","",verfange,"verfängst","verfängt",verfing,verfangen,verfinge,verfang,verfangt,haben
16874,148,ausscheiden,"","","scheide aus","scheidest aus","scheidet aus","schied aus",ausgeschieden,"schiede aus","scheide aus","scheidet aus",haben
16876,148,verkommen,"","",verkomme,verkommst,verkommt,verkam,verkommen,"verkäme",verkomme,verkommt,sein
16877,148,konsumieren,"","",konsumiere,konsumierst,konsumiert,konsumierte,konsumiert,konsumierte,konsumiere,konsumiert,haben
16888,148,ballen,"","",balle,ballst,ballt,ballte,geballt,ballte,balle,ballt,haben
16899,148,einplanen,"","","plane ein","planst ein","plant ein","plante ein",eingeplant,"plante ein","plan ein","plant ein",haben
16928,147,entsetzen,"","",entsetze,entsetzt,entsetzt,entsetzte,entsetzt,entsetzte,entsetz,entsetzt,haben
16930,147,desertieren,"","",desertiere,desertierst,desertiert,desertierte,desertiert,desertierte,desertiere,desertiert,sein
16933,147,appellieren,"","",appelliere,appellierst,appelliert,appellierte,appelliert,appellierte,appelliere,appelliert,haben
16937,147,panzern,"","",panzere,panzerst,panzert,panzerte,gepanzert,panzerte,panzere,panzert,haben
16977,147,nominieren,"","",nominiere,nominierst,nominiert,nominierte,nominiert,nominierte,nominiere,nominiert,haben
16978,147,aussaugen,"","","sauge aus","saugst aus","saugt aus","sog aus",ausgesogen,"söge aus","sauge aus","saugt aus",haben
16979,147,wirbeln,"","",wirble,wirbelst,wirbelt,wirbelte,gewirbelt,wirbelte,wirble,wirbelt,haben
16990,147,knabbern,"","",knabbere,knabberst,knabbert,knabberte,geknabbert,knabberte,knabber,knabbert,haben
16991,147,bezichtigen,"","",bezichtige,bezichtigst,bezichtigt,bezichtigte,bezichtigt,bezichtigte,bezichtige,bezichtigt,haben
17001,146,einleben,"","","lebe ein","lebst ein","lebt ein","lebte ein",eingelebt,"lebte ein","leb ein","lebt ein",haben
17002,146,zutragen,"","","trage zu","trägst zu","trägt zu","trug zu",zugetragen,"trüge zu","trag zu","tragt zu",haben
17004,146,kicken,"","",kicke,kickst,kickt,kickte,gekickt,kickte,kick,kickt,haben
17017,146,verstimmen,"","",verstimme,verstimmst,verstimmt,verstimmte,verstimmt,verstimmte,verstimme,verstimmt,haben
17023,146,zuwerfen,"","","werfe zu","wirfst zu","wirft zu","warf zu",zugeworfen,"würfe zu","wirf zu","werft zu",haben
17052,146,entstellen,"","",entstelle,entstellst,entstellt,entstellte,entstellt,entstellte,entstell,entstellt,haben
17093,145,volltanken,"","","tanke voll","tankst voll","tankt voll","tankte voll",vollgetankt,"tankte voll","tank voll","tankt voll",haben
17095,145,einreisen,"","","reise ein","reist ein","reist ein","reiste ein",eingereist,"reiste ein","reis ein","reist ein",sein
17103,145,"ärschen","","","ärsche","ärschst","ärscht","ärschte","geärscht","ärschte","ärsche","ärscht",haben
17107,145,adressieren,"","",adressiere,adressierst,adressiert,adressierte,adressiert,adressierte,adressiere,adressiert,haben
17120,145,"verwählen","","","verwähle","verwählst","verwählt","verwählte","verwählt","verwählte","verwähl","verwählt",haben
17122,145,einwenden,"","","wende ein","wendest ein","wendet ein","wandte ein",eingewandt,"wandte ein","wend ein","wendet ein",haben
17124,145,auftischen,"","","tische auf","tischst auf","tischt auf","tischte auf",aufgetischt,"tischte auf","tisch auf","tischt auf",haben
17142,144,riegeln,"","",riegele,riegelst,riegelt,riegelte,geriegelt,riegelte,riegel,riegelt,haben
17144,144,"nachprüfen","","","prüfe nach","prüfst nach","prüft nach","prüfte nach","nachgeprüft","prüfte nach","prüf nach","prüft nach",haben
17145,144,ausbauen,"","","baue aus","baust aus","baut aus","baute aus",ausgebaut,"baute aus","bau aus","baut aus",haben
17154,144,verschiffen,"","",verschiffe,verschiffst,verschifft,verschiffte,verschifft,verschiffte,verschiff,verschifft,haben
17161,144,zustellen,"","","stelle zu","stellst zu","stellt zu","stellte zu",zugestellt,"stellte zu","stell zu","stellt zu",haben
17176,144,dabeihaben,"","","habe dabei","hast dabei","hat dabei","hatte dabei",dabeigehabt,"hätte dabei","hab dabei","habt dabei",haben
17178,144,fasten,"","",faste,fastest,fastet,fastete,gefastet,fastete,fast,fastet,haben
17194,144,verwehen,"","",verwehe,verwehst,verweht,verwehte,verweht,verwehte,verwehe,verweht,sein
17210,144,entziffern,"","",entziffere,entzifferst,entziffert,entzifferte,entziffert,entzifferte,entziffer,entziffert,haben
17216,143,raunen,"","",raune,raunst,raunt,raunte,geraunt,raunte,raun,raunt,haben
17222,143,disqualifizieren,"","",disqualifiziere,disqualifizierst,disqualifiziert,disqualifizierte,disqualifiziert,disqualifizierte,disqualifizier,disqualifiziert,haben
17250,143,schnurren,"","",schnurre,schnurrst,schnurrt,schnurrte,geschnurrt,schnurrte,schnurre,schnurrt,haben
17277,143,urinieren,"","",uriniere,urinierst,uriniert,urinierte,uriniert,urinierte,uriniere,uriniert,haben
17282,143,"zudrücken","","","drücke zu","drückst zu","drückt zu","drückte zu","zugedrückt","drückte zu","drück zu","drückt zu",haben
17287,143,ausweiden,"","","weide aus","weidest aus","weidet aus","weidete aus",ausgeweidet,"weidete aus","weid aus","weidet aus",haben
