rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_du","Präsens_er, sie, es","Präteritum_ich","Partizip II","Konjunktiv II_ich","Imperativ Singular","Imperativ Plural",Hilfsverb
5477,781,widersetzen,"","",widersetze,widersetzt,widersetzt,widersetzte,widersetzt,widersetzte,widersetze,widersetzt,haben
5481,779,firmen,"","",firme,firmst,firmt,firmte,gefirmt,firmte,firm,firmt,haben
5490,777,nachgehen,"","","gehe nach","gehst nach","geht nach","ging nach",nachgegangen,"ginge nach","geh nach","geht nach",sein
5498,776,weitergeben,"","","gebe weiter","gibst weiter","gibt weiter","gab weiter",weitergegeben,"gäbe weiter","gib weiter","gebt weiter",haben
5500,776,eilen,"","",eile,eilst,eilt,eilte,geeilt,eilte,eile,eilt,haben
5506,775,"säubern","","","säubere","säuberst","säubert","säuberte","gesäubert","säuberte","säubere","säubert",haben
5521,773,abheben,"","","hebe ab","hebst ab","hebt ab","hob ab",abgehoben,"höbe ab","heb ab","hebt ab",haben
5533,771,kopieren,"","",kopiere,kopierst,kopiert,kopierte,kopiert,kopierte,kopier,kopiert,haben
5536,770,"zurückverfolgen","","","verfolge zurück","verfolgst zurück","verfolgt zurück","verfolgte zurück","zurückverfolgt","verfolgte zurück","verfolge zurück","verfolgt zurück",haben
5546,769,"hüten","","","hüte","hütest","hütet","hütete","gehütet","hütete","hüte","hütet",haben
5556,768,anerkennen,"","","erkenne an","erkennst an","erkennt an","erkannte an",anerkannt,"erkennte an","erkenn an",anerkennt,haben
5559,767,ermutigen,"","",ermutige,ermutigst,ermutigt,ermutigte,ermutigt,ermutigte,ermutig,ermutigt,haben
5561,767,"gießen","","","gieße","gießt","gießt",goss,gegossen,"gösse","gieße","gießt",haben
5573,765,kauen,"","",kaue,kaust,kaut,kaute,gekaut,kaute,kaue,kaut,haben
5582,763,eliminieren,"","",eliminiere,eliminierst,eliminiert,eliminierte,eliminiert,eliminierte,eliminiere,eliminiert,haben
5585,762,turteln,"","",turtle,turtelst,turtelt,turtelte,geturtelt,turtelte,turtle,turtelt,haben
5588,761,abweisen,"","","weise ab","weist ab","weist ab","wies ab",abgewiesen,"wiese ab","weise ab","weist ab",haben
5594,760,"stützen","","","stütze","stützt","stützt","stützte","gestützt","stützte","stütze","stützt",haben
5600,758,pusten,"","",puste,pustest,pustet,pustete,gepustet,pustete,puste,pustet,haben
5605,757,einatmen,"","","atme ein","atmest ein","atmet ein","atmete ein",eingeatmet,"atmete ein","atme ein","atmet ein",haben
5607,756,auffliegen,"","","fliege auf","fliegst auf","fliegt auf","flog auf",aufgeflogen,"flöge auf","flieg auf","fliegt auf",sein
5610,755,federn,"","",federe,federst,federt,federte,gefedert,federte,feder,federt,haben
5612,754,klatschen,"","",klatsche,klatschst,klatscht,klatschte,geklatscht,klatschte,klatsch,klatscht,haben
5616,753,andenken,"","","denke an","denkst an","denkt an","dachte an",angedacht,"dächte an","denk an","denkt an",haben
5618,753,ausstehen,"","","stehe aus","stehst aus","steht aus","stand aus",ausgestanden,"stünde aus","steh aus","steht aus",haben
5621,753,gestalten,"","",gestalte,gestaltest,gestaltet,gestaltete,gestaltet,gestaltete,gestalt,gestaltet,haben
5622,753,schubsen,"","",schubse,schubst,schubst,schubste,geschubst,schubste,schubs,schubst,haben
5628,752,hegen,"",X,hege,hegst,hegt,hegte,gehegt,hegte,heg,hegt,haben
5632,751,abstimmen,"","","stimme ab","stimmst ab","stimmt ab","stimmte ab",abgestimmt,"stimmte ab","stimm ab","stimmt ab",haben
5633,751,unterbringen,"","","bringe unter","bringst unter","bringt unter","brachte unter",untergebracht,"brächte unter","bring unter","bringt unter",haben
5644,749,ordnen,"","",ordne,ordnest,ordnet,ordnete,geordnet,ordnete,ordne,ordnet,haben
5646,748,vermitteln,"","",vermittle,vermittelst,vermittelt,vermittelte,vermittelt,vermittelte,vermittle,vermittelt,haben
5649,748,beruhen,"","","","",beruht,beruhte,beruht,beruhte,"","",haben
5650,748,installieren,"","",installiere,installierst,installiert,installierte,installiert,installierte,installiere,installiert,haben
5655,747,beabsichtigen,"","",beabsichtige,beabsichtigst,beabsichtigt,beabsichtigte,beabsichtigt,beabsichtigte,beabsichtige,beabsichtigt,haben
5657,747,grillen,"","",grille,grillst,grillt,grillte,gegrillt,grillte,grille,grillt,haben
5666,746,davonlaufen,"","","laufe davon","läufst davon","läuft davon","lief davon",davongelaufen,"liefe davon","lauf davon","lauft davon",sein
5671,745,hetzen,"","",hetze,hetzt,hetzt,hetzte,gehetzt,hetzte,hetz,hetzt,haben
5672,745,schonen,"","",schone,schonst,schont,schonte,geschont,schonte,schone,schont,haben
5673,744,"kräftigen","","","kräftige","kräftigst","kräftigt","kräftigte","gekräftigt","kräftigte","kräftig","kräftigt",haben
5676,744,anweisen,"","","weise an","weist an","weist an","wies an",angewiesen,"wiese an","weise an","weist an",haben
5679,744,rauschen,"","",rausche,rauschst,rauscht,rauschte,gerauscht,rauschte,rausche,rauscht,haben
5680,744,streicheln,"",X,streichle,streichelst,streichelt,streichelte,gestreichelt,streichelte,streichle,streichelt,haben
5684,743,verschlingen,"","",verschlinge,verschlingst,verschlingt,verschlang,verschlungen,"verschlänge",verschlinge,verschlingt,haben
5688,742,wimmern,"","",wimmere,wimmerst,wimmert,wimmerte,gewimmert,wimmerte,wimmere,wimmert,haben
5699,740,"blühen","","","blühe","blühst","blüht","blühte","geblüht","blühte","blühe","blüht",haben
5700,740,vermieten,"","",vermiete,vermietest,vermietet,vermietete,vermietet,vermietete,vermiete,vermietet,haben
5702,740,preisen,"","",preise,preist,preist,pries,gepriesen,priese,preise,preist,haben
5709,739,lecken,"","",lecke,leckst,leckt,leckte,geleckt,leckte,lecke,leckt,haben
5720,737,ansagen,"","","sage an","sagst an","sagt an","sagte an",angesagt,"sagte an","sag an","sagt an",haben
5730,734,"frühstücken","","","frühstücke","frühstückst","frühstückt","frühstückte","gefrühstückt","frühstückte","frühstücke","frühstückt",haben
5733,734,einlegen,"","","lege ein","legst ein","legt ein","legte ein",eingelegt,"legte ein","leg ein","legt ein",haben
5734,734,festlegen,"","","lege fest","legst fest","legt fest","legte fest",festgelegt,"legte fest","lege fest","legt fest",haben
5742,731,einleiten,"","","leite ein","leitest ein","leitet ein","leitete ein",eingeleitet,"leitete ein","leit ein","leitet ein",haben
5748,730,definieren,"","",definiere,definierst,definiert,definierte,definiert,definierte,definiere,definiert,haben
5755,729,klappern,"","",klappere,klapperst,klappert,klapperte,geklappert,klapperte,klappere,klappert,haben
5756,728,"übertreffen","","","übertreffe","übertriffst","übertrifft","übertraf","übertroffen","überträfe","übertriff","übertrefft",haben
5758,728,weiterfahren,"","","fahre weiter","fährst weiter","fährt weiter","fuhr weiter",weitergefahren,"führe weiter","fahr weiter","fahrt weiter",sein
5760,728,"vergrößern","","","vergrößere","vergrößerst","vergrößert","vergrößerte","vergrößert","vergrößerte","vergrößere","vergrößert",haben
5768,726,versiegeln,"","",versiegle,versiegelst,versiegelt,versiegelte,versiegelt,versiegelte,versiegle,versiegelt,haben
5770,726,abfangen,"","","fange ab","fängst ab","fängt ab","fing ab",abgefangen,"finge ab","fange ab","fangt ab",haben
5778,725,zuschauen,"","","schaue zu","schaust zu","schaut zu","schaute zu",zugeschaut,"schaute zu","schau zu","schaut zu",haben
5781,725,hinkommen,"","","komme hin","kommst hin","kommt hin","kam hin",hingekommen,"käme hin","komm hin","kommt hin",sein
5788,724,verbluten,"","",verblute,verblutest,verblutet,verblutete,verblutet,verblutete,verblut,verblutet,sein
5789,723,bohren,"","",bohre,bohrst,bohrt,bohrte,gebohrt,bohrte,bohr,bohrt,haben
5791,723,vollenden,"","",vollende,vollendest,vollendet,vollendete,vollendet,vollendete,vollende,vollendet,haben
5799,722,rammen,"","",ramme,rammst,rammt,rammte,gerammt,rammte,ramme,rammt,haben
5800,721,kreisen,"","",kreise,kreist,kreist,kreiste,gekreist,kreiste,kreise,kreist,sein
5801,721,wickeln,"","",wickle,wickelst,wickelt,wickelte,gewickelt,wickelte,wickle,wickelt,haben
5808,719,eiern,"","",eiere,eierst,eiert,eierte,geeiert,eierte,eiere,eiert,haben
5811,719,kassieren,"","",kassiere,kassierst,kassiert,kassierte,kassiert,kassierte,kassiere,kassiert,haben
5813,719,"schnüffeln","","","schnüffle","schnüffelst","schnüffelt","schnüffelte","geschnüffelt","schnüffelte","schnüffel","schnüffelt",haben
5814,719,"zähnen","","","zähne","zähnst","zähnt","zähnte","gezähnt","zähnte","zähn","zähnt",haben
5827,716,pesen,"","",pese,pest,pest,peste,gepest,peste,pes,pest,sein
5828,716,beschlagnahmen,"","",beschlagnahme,beschlagnahmst,beschlagnahmt,beschlagnahmte,beschlagnahmt,beschlagnahmte,beschlagnahm,beschlagnahmt,haben
5834,714,verknallen,"","",verknalle,verknallst,verknallt,verknallte,verknallt,verknallte,verknall,verknallt,haben
5843,713,trommeln,"","",trommele,trommelst,trommelt,trommelte,getrommelt,trommelte,trommel,trommelt,haben
5844,713,umkommen,"","","komme um","kommst um","kommt um","kam um",umgekommen,"käme um","komm um","kommt um",sein
5850,712,"lähmen","","","lähme","lähmst","lähmt","lähmte","gelähmt","lähmte","lähme","lähmt",haben
5855,711,"erschüttern","","","erschüttere","erschütterst","erschüttert","erschütterte","erschüttert","erschütterte","erschüttere","erschüttert",haben
5859,709,streben,"","",strebe,strebst,strebt,strebte,gestrebt,strebte,strebe,strebt,haben
5860,709,"glänzen","","","glänze","glänzt","glänzt","glänzte","geglänzt","glänzte","glänze","glänzt",haben
5871,708,"abhören","","","höre ab","hörst ab","hört ab","hörte ab","abgehört","hörte ab","hör ab","hört ab",haben
5883,706,blamieren,"","",blamiere,blamierst,blamiert,blamierte,blamiert,blamierte,blamier,blamiert,haben
5887,704,"zurückzahlen","","","zahle zurück","zahlst zurück","zahlt zurück","zahlte zurück","zurückgezahlt","zahlt zurück","zahl zurück","zahlt zurück",haben
5888,704,lauern,"","",lauere,lauerst,lauert,lauerte,gelauert,lauerte,lauere,lauert,haben
5890,704,wildern,"","",wildere,wilderst,wildert,wilderte,gewildert,wilderte,wildere,wildert,haben
5898,703,erfolgen,"","","","",erfolgt,erfolgte,erfolgt,erfolgte,"","",sein
5902,702,staunen,"","",staune,staunst,staunt,staunte,gestaunt,staunte,staun,staunt,haben
5905,702,profitieren,"","",profitiere,profitierst,profitiert,profitierte,profitiert,profitierte,profitiere,profitiert,haben
5910,700,grinsen,"","",grinse,grinst,grinst,grinste,gegrinst,grinste,grinse,grinst,haben
5913,700,lokalisieren,"","",lokalisiere,lokalisierst,lokalisiert,lokalisierte,lokalisiert,lokalisierte,lokalisiere,lokalisiert,haben
5924,697,"hinreißen","","","reiße hin","reißt hin","reißt hin","riss hin",hingerissen,"risse hin","reiß hin","reißt hin",haben
5926,697,anspannen,"","","spanne an","spannst an","spannt an","spannte an",angespannt,"spannte an","spann an","spannt an",haben
5928,697,verscheiden,"","",verscheide,verscheidest,verscheidet,verschied,verschieden,verschiede,verscheide,verscheidet,sein
5929,697,vornehmen,"","","nehme vor","nimmst vor","nimmt vor","nahm vor",vorgenommen,"nähme vor","nimm vor","nehmt vor",haben
5935,696,lagern,"","",lagere,lagerst,lagert,lagerte,gelagert,lagerte,lagere,lagert,haben
5944,695,"ausüben","","","übe aus","übst aus","übt aus","übte aus","ausgeübt","übte aus","übe aus","übt aus",haben
5952,693,"enthüllen","","","enthülle","enthüllst","enthüllt","enthüllte","enthüllt","enthüllte","enthülle","enthüllt",haben
5958,692,ersticken,"","",ersticke,erstickst,erstickt,erstickte,erstickt,erstickte,ersticke,erstickt,sein
5972,690,"vergießen","","","vergieße","vergießt","vergießt",vergoss,vergossen,"vergösse","vergieße","vergießt",haben
5976,689,andeuten,"","","deute an","deutest an","deutet an","deutete an",angedeutet,"deutete an","deute an","deutet an",haben
5999,685,wiederfinden,"","","finde wieder","findest wieder","findet wieder","fand wieder",wiedergefunden,"fände wieder","finde wieder","findet wieder",haben
6000,685,ausgraben,"","","grabe aus","gräbst aus","gräbt aus","grub aus",ausgegraben,"grübe aus","grab aus","grabt aus",haben
6016,683,"überdenken",X,"","überdenke","überdenkst","überdenkt","überdachte","überdacht","überdächte","überdenke","überdenkt",haben
6020,682,freigeben,"","","gebe frei","gibst frei","gibt frei","gab frei",freigegeben,"gäbe frei","gib frei","gebt frei",haben
6025,682,speisen,"","",speise,speist,speist,speiste,gespeist,speiste,speise,speiset,haben
6031,681,winken,"","",winke,winkst,winkt,winkte,gewinkt,winkte,winke,winkt,haben
6038,680,begleichen,"","",begleiche,begleichst,begleicht,beglich,beglichen,begliche,begleiche,begleicht,haben
6040,680,"beschränken","","","beschränke","beschränkst","beschränkt","beschränkte","beschränkt","beschränkte","beschränk","beschränkt",haben
6047,679,wiedererkennen,"","","erkenne wieder","erkennst wieder","erkennt wieder","erkannte wieder",wiedererkannt,"erkennte wieder","erkenn wieder","erkennt wieder",haben
6049,679,erpressen,"","",erpresse,erpresst,erpresst,erpresste,erpresst,erpresste,erpress,erpresst,haben
6055,678,vertuschen,"","",vertusche,vertuschst,vertuscht,vertuschte,vertuscht,vertuschte,vertusch,vertuscht,haben
6056,678,ausweichen,"","","weiche aus","weichst aus","weicht aus","wich aus",ausgewichen,"wiche aus","weiche aus","weicht aus",sein
6061,678,verschlucken,"","",verschlucke,verschluckst,verschluckt,verschluckte,verschluckt,verschluckte,verschluck,verschluckt,haben
6068,677,verpfeifen,"","",verpfeife,verpfeifst,verpfeift,verpfiff,verpfiffen,verpfiffe,verpfeif,verpfeift,haben
6084,676,zunehmen,X,"","nehme zu","nimmst zu","nimmt zu","nahm zu",zugenommen,"nähme zu","nimm zu","nehmt zu",haben
6095,674,rahmen,"","",rahme,rahmst,rahmt,rahmte,gerahmt,rahmte,rahm,rahmt,haben
6095,674,rahmen,"","",rahme,rahmst,rahmt,rahmte,gerahmt,rahmte,rahm,rahmt,haben
6101,673,hausen,"","",hause,haust,haust,hauste,gehaust,hauste,hause,haust,haben
6106,672,umstellen,"","",umstelle,umstellst,umstellt,umstellte,umstellt,umstellte,umstelle,umstellt,haben
6106,672,umstellen,"","","stelle um","stellst um","stellt um","stellte um",umgestellt,"stellte um","stell um","stellt um",haben
6110,672,speichern,"","",speichere,speicherst,speichert,speicherte,gespeichert,speicherte,speichere,speichert,haben
6114,672,"erkälten","","","erkälte","erkältest","erkältet","erkältete","erkältet","erkältete","erkälte","erkältet",haben
6126,671,realisieren,"","",realisiere,realisierst,realisiert,realisierte,realisiert,realisierte,realisiere,realisiert,haben
6134,670,erwidern,"","",erwidere,erwiderst,erwidert,erwiderte,erwidert,erwiderte,erwidere,erwidert,haben
6136,669,nachgeben,"","","gebe nach","gibst nach","gibt nach","gab nach",nachgegeben,"gäbe nach","gib nach","gebt nach",haben
6142,669,abgehen,"","","gehe ab","gehst ab","geht ab","ging ab",abgegangen,"ginge ab","geh ab","geht ab",sein
6147,668,wurzeln,"","",wurzele,wurzelst,wurzelt,wurzelte,gewurzelt,wurzelte,wurzel,wurzelt,haben
6149,667,einsehen,"","","sehe ein","siehst ein","sieht ein","sah ein",eingesehen,"sähe ein","sieh ein","seht ein",haben
6153,667,"versäumen","","","versäume","versäumst","versäumt","versäumte","versäumt","versäumte","versäume","versäumt",haben
6168,664,murmeln,"","",murmle,murmelst,murmelt,murmelte,gemurmelt,murmelte,murmle,murmelt,haben
6168,664,murmeln,"","",murmle,murmelst,murmelt,murmelte,gemurmelt,murmelte,murmle,murmelt,haben
6169,664,aufladen,"","","lade auf","lädst auf","lädt auf","lud auf",aufgeladen,"lüde auf","lade auf","ladet auf",haben
6175,663,schuften,"","",schufte,schuftest,schuftet,schuftete,geschuftet,schuftete,schufte,schuftet,haben
6178,663,fernhalten,"","","halte fern","hältst fern","hält fern","hielt fern",ferngehalten,"hielte fern","halt fern","haltet fern",haben
6179,662,lutschen,"","",lutsche,lutschst,lutscht,lutschte,gelutscht,lutschte,lutsch,lutscht,haben
6203,659,bereden,"","",berede,beredest,beredet,beredete,beredet,beredete,bered,beredet,haben
6210,657,vorsehen,"","","sehe vor","siehst vor","sieht vor","sah vor",vorgesehen,"sähe vor","sieh vor","seht vor",haben
6214,657,aufzeichnen,"","","zeichne auf","zeichnest auf","zeichnet auf","zeichnete auf",aufgezeichnet,"zeichnete auf","zeichne auf","zeichnet auf",haben
6217,656,heimkommen,"","","komme heim","kommst heim","kommt heim","kam heim",heimgekommen,"käme heim","komm heim","kommt heim",sein
6219,656,summen,"","",summe,summst,summt,summte,gesummt,summte,summe,summt,haben
6220,656,borgen,"","",borge,borgst,borgt,borgte,geborgt,borgte,borge,borgt,haben
6226,655,dastehen,"","","stehe da","stehst da","steht da","stand da",dagestanden,"stünde da","steh da","steht da",haben
6237,653,peitschen,"","",peitsche,peitschst,peitscht,peitschte,gepeitscht,peitschte,peitsch,peitscht,haben
6243,652,involvieren,"","",involviere,involvierst,involviert,involvierte,involviert,involvierte,involvier,involviert,haben
6247,651,"würgen","","","würge","würgst","würgt","würgte","gewürgt","würgte","würge","würgt",haben
6261,649,loslegen,"","","lege los","legst los","legt los","legte los",losgelegt,"legte los","leg los","legt los",haben
6265,649,verschreiben,"","",verschreibe,verschreibst,verschreibt,verschrieb,verschrieben,verschriebe,verschreibe,verschreibt,haben
6281,647,"aufführen","","","führe auf","führst auf","führt auf","führte auf","aufgeführt","führte auf","führ auf","führt auf",haben
6284,647,"überweisen","","","überweise","überweist","überweist","überwies","überwiesen","überwiese","überweise","überweist",haben
6286,646,"herhören","","","höre her","hörst her","hört her","hörte her","hergehört","hörte her","hör her","hört her",haben
6295,645,beistehen,"","","stehe bei","stehst bei","steht bei","stand bei",beigestanden,"stände bei","steh bei","steht bei",haben
6301,643,piepsen,"","",piepse,piepst,piepst,piepste,gepiepst,piepste,piepse,piepst,haben
6302,643,einbauen,"","","baue ein","baust ein","baut ein","baute ein",eingebaut,"baute ein","bau ein","baut ein",haben
6304,643,bestehlen,"","",bestehle,bestiehlst,bestiehlt,bestahl,bestohlen,"bestähle",bestiehl,bestehlt,haben
6314,641,zerquetschen,"","",zerquetsche,zerquetschst,zerquetscht,zerquetschte,zerquetscht,zerquetschte,zerquetsch,zerquetscht,haben
6331,639,schnallen,"","",schnalle,schnallst,schnallt,schnallte,geschnallt,schnallte,schnall,schnallt,haben
6332,638,mitgehen,X,"","gehe mit","gehst mit","geht mit","ging mit",mitgegangen,"ginge mit","geh mit","geht mit",sein
6335,637,einstecken,"","","stecke ein","steckst ein","steckt ein","steckte ein",eingesteckt,"steckte ein","steck ein","steckt ein",haben
6342,636,vormachen,"","","mache vor","machst vor","macht vor","machte vor",vorgemacht,"machte vor","mach vor","macht vor",haben
6346,635,erkundigen,"","",erkundige,erkundigst,erkundigt,erkundigte,erkundigt,erkundigte,erkundige,erkundigt,haben
6347,635,"zurückbleiben","","","bleibe zurück","bleibst zurück","bleibt zurück","blieb zurück","zurückgeblieben","bliebe zurück","bleib zurück","bleibt zurück",sein
6371,632,"fördern","","","fördere","förderst","fördert","förderte","gefördert","förderte","fördere","fördert",haben
6375,631,berauben,"","",beraube,beraubst,beraubt,beraubte,beraubt,beraubte,beraub,beraubt,haben
6377,631,aufschlitzen,"","","schlitze auf","schlitzt auf","schlitzt auf","schlitzte auf",aufgeschlitzt,"schlitzte auf","schlitz auf","schlitzt auf",haben
6393,629,"repräsentieren","","","repräsentiere","repräsentierst","repräsentiert","repräsentierte","repräsentiert","repräsentierte","repräsentiere","repräsentiert",haben
6399,627,erfassen,"","",erfasse,erfasst,erfasst,erfasste,erfasst,erfasste,erfasse,erfasst,haben
6415,626,"beängstigen","","","beängstige","beängstigst","beängstigt","beängstigte","beängstigt","beängstigte","beängstig","beängstigt",haben
6417,626,"verblüffen","","","verblüffe","verblüffst","verblüfft","verblüffte","verblüfft","verblüffte","verblüffe","verblüfft",haben
6430,623,"hüpfen","","","hüpfe","hüpfst","hüpft","hüpfte","gehüpft","hüpfte","hüpfe","hüpft",sein
6433,623,"plündern","","","plündere","plünderst","plündert","plünderte","geplündert","plünderte","plündre","plündert",haben
6435,622,erbitten,"","",erbitte,erbittest,erbittet,erbat,erbeten,"erbäte",erbitte,erbittet,haben
6445,621,"spülen","","","spüle","spülst","spült","spülte","gespült","spülte","spül","spült",haben
6453,619,verriegeln,"","",verriegle,verriegelst,verriegelt,verriegelte,verriegelt,verriegelte,verriegle,verriegelt,haben
6458,619,schiefgehen,X,"","","","geht schief","ging schief",schiefgegangen,"ginge schief","","",sein
6463,618,verfallen,"","",verfalle,"verfällst","verfällt",verfiel,verfallen,verfiele,verfall,verfallt,sein
6467,618,wandeln,"","",wandle,wandelst,wandelt,wandelte,gewandelt,wandelte,wandle,wandelt,sein
6472,617,rippen,"","",rippe,rippst,rippt,rippte,gerippt,rippte,ripp,rippt,haben
6480,616,suspendieren,"","",suspendiere,suspendierst,suspendiert,suspendierte,suspendiert,suspendierte,suspendiere,suspendiert,haben
6483,616,"erlösen","","","erlöse","erlöst","erlöst","erlöste","erlöst","erlöste","erlös","erlöst",haben
6485,616,"erhängen","","","erhänge","erhängst","erhängt","erhängte","erhängt","erhängte","erhäng","erhängt",haben
6486,616,versinken,"","",versinke,versinkst,versinkt,versank,versunken,"versänke",versinke,versinkt,sein
6487,616,vorziehen,"","","ziehe vor","ziehst vor","zieht vor","zog vor",vorgezogen,"zöge vor","zieh vor","zieht vor",haben
6498,614,widerfahren,X,"","","","widerfährt",widerfuhr,widerfahren,"widerführe","","",sein
6508,613,spionieren,"","",spioniere,spionierst,spioniert,spionierte,spioniert,spionierte,spionier,spioniert,haben
6517,612,schleifen,"","",schleife,schleifst,schleift,schleifte,geschleift,schleifte,schleife,schleift,haben
6517,612,schleifen,X,"",schleife,schleifst,schleift,schliff,geschliffen,schliffe,schleife,schleift,haben
6527,610,kritisieren,"","",kritisiere,kritisierst,kritisiert,kritisierte,kritisiert,kritisierte,kritisiere,kritisiert,haben
6528,610,qualifizieren,"","",qualifiziere,qualifizierst,qualifiziert,qualifizierte,qualifiziert,qualifizierte,qualifiziere,qualifiziert,haben
6549,608,kneifen,"","",kneife,kneifst,kneift,kniff,gekniffen,kniffe,kneife,kneift,haben
6555,607,pumpen,"","",pumpe,pumpst,pumpt,pumpte,gepumpt,pumpte,pump,pumpt,haben
6556,607,wimmeln,"","",wimmle,wimmelst,wimmelt,wimmelte,gewimmelt,wimmelte,wimmel,wimmelt,haben
6563,605,protestieren,"","",protestiere,protestierst,protestiert,protestierte,protestiert,protestierte,protestiere,protestiert,haben
6575,605,beitragen,"","","trage bei","trägst bei","trägt bei","trug bei",beigetragen,"trüge bei","trag bei","tragt bei",haben
6583,603,aufdecken,"","","decke auf","deckst auf","deckt auf","deckte auf",aufgedeckt,"deckte auf","deck auf","deckt auf",haben
6596,602,erniedrigen,"","",erniedrige,erniedrigst,erniedrigt,erniedrigte,erniedrigt,erniedrigte,erniedrige,erniedrigt,haben
6601,601,punkten,"","",punkte,punktest,punktet,punktete,gepunktet,punktete,punkt,punktet,haben
6609,600,"abdrücken","","","drücke ab","drückst ab","drückt ab","drückte ab","abgedrückt","drückte ab","drück ab","drückt ab",haben
6610,600,bezeugen,"","",bezeuge,bezeugst,bezeugt,bezeugte,bezeugt,bezeugte,bezeug,bezeugt,haben
6623,598,zaubern,"","",zaubere,zauberst,zaubert,zauberte,gezaubert,zauberte,zauber,zaubert,haben
6631,597,ringen,"","",ringe,ringst,ringt,rang,gerungen,"ränge",ring,ringt,haben
6635,595,rasten,"","",raste,rastest,rastet,rastete,gerastet,rastete,rast,rastet,haben
6648,594,"verschlüsseln","","","verschlüssle","verschlüsselst","verschlüsselt","verschlüsselte","verschlüsselt","verschlüsselte","verschlüssle","verschlüsselt",haben
6649,594,eintragen,"","","trage ein","trägst ein","trägt ein","trug ein",eingetragen,"trüge ein","trage ein","tragt ein",haben
6650,594,perlen,"","",perle,perlst,perlt,perlte,geperlt,perlte,perl,perlt,haben
6652,593,erwerben,"","",erwerbe,erwirbst,erwirbt,erwarb,erworben,"erwürbe",erwirb,erwerbt,haben
6656,593,tanken,"","",tanke,tankst,tankt,tankte,getankt,tankte,tank,tankt,haben
6660,592,ausnehmen,"","","nehme aus","nimmst aus","nimmt aus","nahm aus",ausgenommen,"nähme aus","nimm aus","nehmt aus",haben
6666,591,untertauchen,"","","tauche unter","tauchst unter","taucht unter","tauchte unter",untergetaucht,"tauchte unter","tauch unter","taucht unter",haben
6667,591,abwenden,"","","wende ab","wendest ab","wendet ab","wendete ab",abgewendet,"wendete ab","wende ab","wendet ab",haben
6672,591,improvisieren,"","",improvisiere,improvisierst,improvisiert,improvisierte,improvisiert,improvisierte,improvisiere,improvisiert,haben
6679,590,durchdringen,"","",durchdringe,durchdringst,durchdringt,durchdrang,durchdrungen,"durchdränge",durchdring,durchdringt,haben
6679,590,durchdringen,"","","dringe durch","dringst durch","dringt durch","drang durch",durchgedrungen,"dränge durch","dring durch","dringt durch",sein
6683,590,schneien,"","",schneie,schneist,schneit,schneite,geschneit,schneite,schnei,schneit,haben
6689,589,"bedrücken","","","bedrücke","bedrückst","bedrückt","bedrückte","bedrückt","bedrückte","bedrück","bedrückt",haben
6693,588,ernten,"","",ernte,erntest,erntet,erntete,geerntet,erntete,ernt,erntet,haben
6695,588,klarmachen,"","","mache klar","machst klar","macht klar","machte klar",klargemacht,"machte klar","mach klar","macht klar",haben
6701,587,"verlängern","","","verlängere","verlängerst","verlängert","verlängerte","verlängert","verlängerte","verlängere","verlängert",haben
6706,587,killen,"","",kille,killst,killt,killte,gekillt,killte,kille,killt,haben
6706,587,killen,"","","","",killt,killte,gekillt,killte,"","",haben
6717,585,konfrontieren,"","",konfrontiere,konfrontierst,konfrontiert,konfrontierte,konfrontiert,konfrontierte,konfrontiere,konfrontiert,haben
6718,585,stabilisieren,"","",stabilisiere,stabilisierst,stabilisiert,stabilisierte,stabilisiert,stabilisierte,stabilisier,stabilisiert,haben
6721,585,schimpfen,"","",schimpfe,schimpfst,schimpft,schimpfte,geschimpft,schimpfte,schimpf,schimpft,haben
6722,585,"entzünden","","","entzünde","entzündest","entzündet","entzündete","entzündet","entzündete","entzünd","entzündet",haben
6723,585,durchsetzen,"","","setze durch","setzt durch","setzt durch","setzte durch",durchgesetzt,"setzte durch","setze durch","setzt durch",haben
6723,585,durchsetzen,"","",durchsetze,durchsetzt,durchsetzt,durchsetzte,durchsetzt,durchsetzte,durchsetze,durchsetzt,haben
6726,584,austricksen,"","","trickse aus","trickst aus","trickst aus","trickste aus",ausgetrickst,"trickste aus","tricks aus","trickst aus",haben
6728,584,auskommen,"","","komme aus","kommst aus","kommt aus","kam aus",ausgekommen,"käme aus","komme aus","kommt aus",sein
6732,584,"übermitteln","","","übermittle","übermittelst","übermittelt","übermittelte","übermittelt","übermittelte","übermittle","übermittelt",haben
6733,583,bestreiten,"","",bestreite,bestreitest,bestreitet,bestritt,bestritten,bestritte,bestreite,bestreitet,haben
6734,583,ausbreiten,"","","breite aus","breitest aus","breitet aus","breitete aus",ausgebreitet,"breitete aus","breite aus","breitet aus",haben
6735,583,windeln,"","",windle,windelst,windelt,windelte,gewindelt,windelte,windle,windelt,haben
6737,583,ohrfeigen,"","",ohrfeige,ohrfeigst,ohrfeigt,ohrfeigte,geohrfeigt,ohrfeigte,ohrfeige,ohrfeigt,haben
6738,582,"verführen","","","verführe","verführst","verführt","verführte","verführt","verführte","verführe","verführt",haben
6738,582,"verführen","","","verführe","verführst","verführt","verführte","verführt","verführte","verführe","verführt",haben
6746,582,"pflücken","","","pflücke","pflückst","pflückt","pflückte","gepflückt","pflückte","pflücke","pflückt",haben
